ProcessName,Processpath,Module,Hash,Signature
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.CSharp\659ca7da73b336c0a8018a0cb27db522\Microsoft.CSharp.ni.dll,D529B55698A463AC1753D7BB911496F40D4F7B889768D335669C7A390232977B,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Mf49f6405#\d5d88638155aa2e58196765c0296ea94\Microsoft.Management.Infrastructure.ni.dll,F2D06D4C04FE44655DA10DAF4629DD80576F6A2A3C0CB13390FC07DD9668CB88,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P521220ea#\334fa7c84854e6352be47eb77840d53f\Microsoft.PowerShell.Commands.Utility.ni.dll,DE290E690797A1E24AC90F0E4DE5378ACA8894C9010B31AB313DF3AFE019B752,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P6f792626#\b31ad4d9b9a98729fb5274fff6c59cbf\Microsoft.PowerShell.Security.ni.dll,8BEB3BF754FFB10578C7495C28570195DEF7A25514E369890A1F92B704FE344E,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pae3498d9#\9ee524a0d8d37551f16002ed48395ab7\Microsoft.PowerShell.Commands.Management.ni.dll,348EB8F9959E91C1875D1A529E8C077A663049FA7BC55AB47EC933A9272560C5,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\mscorlib\d6009efb32eeecfdd2f5855cd2d60c54\mscorlib.ni.dll,C9C8920DF44B23FFA2F0DB6D90EDC3041368E2A7A075988A69D452C30080630A,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Confe64a9051#\6e10e374987f8e906877d1cd34dd8695\System.Configuration.Install.ni.dll,300F7F173A852643C292175EF2E9471A834204C1068242AC0AE33F4AD38DF282,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\abf45893dd010bb4b4253bde9dd8e46d\System.Configuration.ni.dll,D2152ECFE8B1FF11477AEC1319C0AEB4EA0E40F3EDDCA4CA28B40C4225343FD4,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Core\eda9f3596b0489449c2f944c9ae8a83f\System.Core.ni.dll,1E4AAD9F9963D725B0F5917E7C552E4294263F579831254F9648F8995CBB5DDD,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Data\2ddfe8ccb227f9d319794195f4196415\System.Data.ni.dll,81D25C813E432C0411A04987B3CAA3DABC2DC09F78B898DD9879713A580A1F3A,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\cbca0d19ec566d1e6b781099a0df5d8d\System.DirectoryServices.ni.dll,6D88D1AD047D4A14F0BC3DE73E227E61D850E23430189B16EE329615C1A442DE,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Manaa57fc8cc#\4351b42e0f68e2251a60d2b58added15\System.Management.Automation.ni.dll,7748F065DA0ADCAAA12A2188913FF3CD1105E018FCE06EF28C4C1977EE4871D4,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Management\1649b87cb54dbd66c5f08f2f930ac12e\System.Management.ni.dll,A613B41876779FB73ABBC7D6768D0CA668FADED177724A2B79B961FEB5AEDC48,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\b720b4087c23f65637b732a6765952b8\System.Numerics.ni.dll,0D33673D98C4D83EF641BA8F18E8480AC710AB268898378FF623969C1F289A7A,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\ec488c74bf36d49f021d7cbcb4a3e1bc\System.Transactions.ni.dll,E849EFA30BBA86EAA74D98F23615A0DB43E21C401B87E165E5BAB9366C1421BE,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Xml\f6281e8b46ae8f830d7192e8c8c55655\System.Xml.ni.dll,F57AA00893EEE789D1CF675D0F4250F5FE89902E9DBD0FB4A42721979C5B46D0,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System\24aa7967e72764a9235d1709a1a7ea92\System.ni.dll,04AEED0BA942954E23209F16C90F9CFE77D926729EBB388E952311A2E550264B,NotSigned
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\Microsoft.Net\assembly\GAC_64\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll,87101E9F6F63B2F876363ED14AAC5CE88C5DEB3934A7E8ECCE28C2FA03664B78,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\Microsoft.Net\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll,0CDB3A26D5D466265A6249F263C01B62C61439A4742E3E5EC4C4262F12F0E55F,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll,8DE8EA30966387DC159A03E9E242E136AC453A8864C2AD57AE166C09866F0217,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll,26FCE735B92FF890130BFC3DBC5AD23C4DE44E6FA2D0E91284C9005686A43FBA,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\diasymreader.dll,68E0EF1A359BA581810D924AB6E6F961CDD8B5F95497B3A6AFC0A0C408B48F00,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll,2FFCB75CB2C2FF86EAECD19E1EE7AC4B1A838701939A032EE940B3ADEA7818A8,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\advapi32.dll,C88EB32E0E06D9DAAB48A123212FE341B303613B4D9AB2F330B96357C722BD58,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\amsi.dll,BF635496CC89D6B0321AAEED3AA91A60270D1249A3AD4D50AD4C82A329B3D68C,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\System32\AppxSip.dll,7B761C2713110052347ED071735E9E48905096C419C03C55816959987668CBC3,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\ATL.DLL,4CD4AE92361E0975BC6BFE9CCAFF6BB221DFA0F9CFD1BC772F4CCA9E55C5877D,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,c:\windows\system32\bcrypt.dll,24CDED04F5493C55A675B1165459CA2994A6A09A33EBAF7C34442791CF96CEDC,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\bcryptPrimitives.dll,676475F2363D5134E1E6FD936657B6F753830E142392D2D3A37467E6800281BA,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\cfgmgr32.dll,071E00374806E043A2E78E88C7FDDCE8F5983DE665DF41F3B3210660BF2EF704,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\clbcatq.dll,A78284317D3529371291712772C8CA0A7DC01B7CEF47EC079ECC2FC76ABA6547,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\combase.dll,447FEA906B582FB639DEB5FB8890E0FDDB27E913C5AEB67E34BE26085A5D7540,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\coml2.dll,850E50B525EF51374B880146E26464D10A8B1DAE1E0307F7B27DC7322824F2BF,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\CRYPT32.dll,022D1134898C5CADC702D88FB864832EC8F2F1809B1A2E5567E1338E8483387D,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\CRYPTBASE.dll,63A0E1A76B7ABCF56E44B548568649FFB6B5609402746D48A4DC77CCED20F5FE,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\cryptsp.dll,DD7EBCFB0645D7D10164EB7D78B2D15E20ED2DB34A2A74C654DEF786E4902498,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,c:\windows\system32\DSROLE.dll,62B8900EFDF4B30E54E11232A8DA95DBF066DAEFD364A66EB99ADC028A3798F7,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\GDI32.dll,23E2C55C4CBB4E8E7644BD42929BECA074445546D611A29AB6047214EF087020,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\gdi32full.dll,1B8346DF1321B42978B05936B57BAA1F3AE8262D87893D40E6C1C4CA5C1895FA,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\gpapi.dll,211BF523128C9A337BCC9B8F984FF552915C7A8560E5E00F76F5AC17339C6459,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\iertutil.dll,7900974406F073739DA4D0D431504C754715CE3BF95CA6B924FCB0779D6580F2,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\imagehlp.dll,8B84BE9335EF640ABAA8E8BBA45C6BC77F2251359D4BCC157235CB4BC107AE69,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\kernel.appcore.dll,D4F178583F6F33794D42B4DB11008494E9CD9F069C2AD2CA304DA63F9B5F659C,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\KERNEL32.DLL,1E33D241F5B247E9B8FBA73967EDDDADA0B197E9577334BBC5548EA9D802E3D8,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\KERNELBASE.dll,B912E8D775359012DAF561051D21CCF838B54BD3519F71E6BCD6CB7C5AB8C848,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\mi.dll,CEE442DCF9F8323918AE436E1F53876ECBADF156CA655FBA2CA2D222DEC3D151,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\miutils.dll,97C6D40287173335D3208B0FACEDB3DC8DD3048900FBC70F359E29C0071EF0A3,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\MSASN1.dll,2BFE4014E06552A9D4201EF9D1C605694AAF2B7B811265EFD91FC6D1C2D48242,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\mscoree.dll,3F02B1AE7B61BC36B04EA2B82ED79F112219F4E9668518030FF14B005E2C9BBC,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\System32\MSISIP.DLL,E82B4240FEBE626E7E1E7BD4D01840B78014ED58AC5914F4C047EC8F7134D545,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\msvcp_win.dll,959A084ED6B3897591981AD3606FC04DB7ECDDF479AECA3EC5A3368663FFFD1B,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\MSVCR120_CLR0400.dll,17E09579C756D7374DEA79969BAB36D3D9257D4D51AA1934D2DB1BE374D9A425,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\msvcrt.dll,C693DA0EF4DCF3BC244661B9FD280FE12C3053FDD7B977712C0CF210831B2EF4,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\ntdll.dll,768B03B5FFD542E935D0F0F50809349147392FCA81D836A57F875DDB84875C3C,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\ole32.dll,1EF1C63A3844EB12EC10C9F0CEED6AD2331FF239FD5D514D17459D4B4ADE86AB,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\OLEAUT32.dll,F0D9B6E41F9505090EB41AB540A77421B51412DBC4391250A5ED335A51BEE4E9,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\OpcServices.DLL,72EE6255A483E0AF067D18B26033E78FE52E8FAC35BB7C14946829D64F222094,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\pcwum.dll,2A1A51F7FEDA73BAF3440BAFF7D6365A4CB6120EF85FB273B939A667B3E0F837,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\powrprof.dll,76EB0FCA87C3AD5FA1C46EB0AF88CF85E172525029E33F5DFC5645EF2EE6F575,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\profapi.dll,C40F6AA73073995E05E5379AE593A6617E8296C79A78BD7F716D95F98AE0D899,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\psapi.dll,EF0DE008500A8C9C7908383AF11AE55845EBBE28C96C013EA720950BA89D3D28,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\pwrshplugin.dll,1706E55AA68C94E043C7BB3E15E9EC5F82C045743B32E0305F4E2DF69A989DAE,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\RPCRT4.dll,D193474F16FEEE6291F6B55BFE5CACED0EA8CD0D1BF3805EC4313601FB9D30F8,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\rsaenh.dll,743DF043F78CA7DF9A64FEA3E1B6D8EFFAC47699D8DBB25B61E31B9518167B14,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\sechost.dll,17EA4904C5CA0E05066DBEDE2B16E16F9A3FC1993AC50D1C3DF8BD75E7A8C7F0,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\Secur32.dll,46B327CD50E728CBC22BD80F39DCEF2789AB780C77B6D285EEB90126B06EEEB5,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\shcore.dll,E7FED21BFEB166E168C3FD8597D0B3E5066CC8612A04412EA73CD6BC7C50199E,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\shell32.dll,3BEB2E4238285F011A15ECF3EF65ABC84348CE6168D5B3199544156E05B46DA6,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\shlwapi.dll,C44BB3EAA29952E11DB88D33C96BC13ECAFCA737CBAAB14C89AFA3E2D0781235,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\sspicli.dll,60558CA374334D4C6BBAD475921538C14A9FF3422893348A0503C1F33015FD25,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\ucrtbase.dll,D188F70EE6335141BDE6923C631FDB0DFBBCBD06E225131AAE6151492AB0B340,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\urlmon.dll,A052EFBB86FB426960652685F7F5B9951DFEE48DC1230CC748616097CD5460B3,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\USER32.dll,D0ACC3B74F413BCAA0D5570CEEF1C80DD40AB7597CCBAD1B87B16F48C6979A7B,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\USERENV.dll,95CCB4F548BBFF40DA78AC3CBC7EBD65ED54BCB8953CB0FFDEC6365A4E167030,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\VERSION.dll,6AB95FD0D142CFFC3B9455AF51F003E1CD75B7F4323820390B975F9E1C8A47A5,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\win32u.dll,7AB410C10BE2A2C3D46BCCD878D398DFFBF2116D1AB8A5106CBBE1F9D06931E3,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\windows.storage.dll,B00E4EDFF44DEA08470C691767861E21F7D6107CFAD2F58AFDE5077BB191AF73,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\System32\WindowsPowerShell\v1.0\pwrshsip.dll,EE5CDBEDA2067413ACB7B5E7B4AF53B40336148CA104D1671212B43737EB348C,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\WINHTTP.dll,BE1197B6F77893B7D0016A093D2E43F4570312FC1B4B4D56CD910EDFD7075F97,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\WINTRUST.dll,23FE1A2D27386ECC95CE0A60451C711F1B4D22D0770BD33324C83BFF7157DD37,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\SYSTEM32\WLDP.DLL,C6F421CBCEA7BBF7FBF1738CA771799036EF6866D5D54EC63FDEEA57E34E2CC7,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\System32\WS2_32.dll,7D893A42A660436263DE713987BB1E81D6D38C00460F93206CBB8777C4002C7E,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\wsmplpxy.dll,560FDD9E7000C2D6349B9E1F98C809E6B982D2D35CD4FD7715FA5C012BE38181,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\windows\system32\wsmprovhost.exe,BC23DCF779A3D8780B40BAF3C6FF87F6EC657ED37900A170CB6B5FC789CA317E,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,C:\Windows\System32\WsmSvc.DLL,474EB4D954FC57827E182DF1C63BD881E134C3589313BF1B6AC74759883F2D6F,NULL
wsmprovhost,C:\windows\system32\wsmprovhost.exe,c:\windows\system32\XmlLite.dll,CCC413E939ED04500ADC4E61B22240004D97E0D06283520F02CC1B732BC0471B,NULL
